depth_feet,proportion_area
0,1
5,0.9155427
10,0.742423733
15,0.711782315
20,0.684336215
25,0.647976859
30,0.607614947
35,0.55164643
40,0.471898019
45,0.383976321
50,0.297433655
55,0.22209142
60,0.124045609
65,0.055262184
67,0
