depth_feet,proportion_area
0,1
3,0.94002
5,0.87504
10,0.79258
15,0.69662
20,0.56654
25,0.46533
30,0.38131
35,0.30559
40,0.25885
45,0.22092
50,0.18234
55,0.13478
60,0.05029
65,0.0328
68,0.00428
