depth_feet,proportion_area
0,1
10,0.87103
20,0.757
30,0.64406
40,0.52878
50,0.44161
60,0.35216
70,0.27743
80,0.21652
90,0.1548
100,0.11538
110,0.0642
120,0.02765
130,0.00251
