depth_feet,proportion_area
0,1
15,0.92213
20,0.86807
40,0.76651
60,0.67086
80,0.58321
100,0.5021
140,0.40989
180,0.30451
220,0.2154
260,0.12155
300,0.07332
340,0.03535
380,0.01366
420,0.00289
443,0
