depth_feet,proportion_area
0,1
5,0.73954
10,0.40506
15,0.3295
20,0.2713
30,0.19452
40,0.13611
50,0.06364
60,0.02277
70,0.00959
80,0.00568
90,0.00303
100,0.00135
109,0
