depth_feet,proportion_area
0,1
10,0.93878
20,0.90626
40,0.82325
60,0.72765
80,0.64402
100,0.55463
140,0.41595
180,0.28598
220,0.18053
260,0.08305
300,0.04916
340,0.02104
380,0.00027
381,0
